,formula,stoichiometry,reaction_id
725,kegg:C04442 = kegg:C00022 + kegg:C00118,"{617: -1.0, 25: 1.0, 71: 1.0}",726
726,kegg:C04462 + kegg:C00025 = kegg:C04421 + kegg:C00026,"{1413: -1.0, 74378: -1.0, 1347: 1.0, 22: 1.0}",727
727,kegg:C04618 = kegg:C04246 + kegg:C00001,"{74748: -1.0, 2815: 1.0, 5: 1.0}",728
728,kegg:C04688 + kegg:C00043 = kegg:C03688 + kegg:C04738,"{6385: -1.0, 49: -1.0, 74705: 1.0, 1919: 1.0}",729
729,kegg:C04691 = kegg:C00944 + kegg:C00009,"{1126: -1.0, 456: 1.0, 12: 1.0}",730
730,kegg:C04741 + kegg:C00003 = kegg:C04654 + kegg:C00004,"{2912: -1.0, 11: -1.0, 2740: 1.0, 13: 1.0}",731
731,kegg:C04752 + kegg:C04327 = kegg:C00013 + kegg:C01081,"{1049: -1.0, 889: -1.0, 14: 1.0, 629: 1.0}",732
732,kegg:C04823 = kegg:C00122 + kegg:C04677,"{577: -1.0, 88: 1.0, 346: 1.0}",733
733,kegg:C05268 + kegg:C00003 = kegg:C05269 + kegg:C00004,"{711: -1.0, 11: -1.0, 677: 1.0, 13: 1.0}",734
734,kegg:C05268 = kegg:C05271 + kegg:C00001,"{711: -1.0, 708: 1.0, 5: 1.0}",735
735,kegg:C05382 + kegg:C00118 = kegg:C00117 + kegg:C00231,"{258: -1.0, 71: -1.0, 109: 1.0, 176: 1.0}",736
736,kegg:C05382 + kegg:C00118 = kegg:C00279 + kegg:C00085,"{258: -1.0, 71: -1.0, 245: 1.0, 125172: 1.0}",737
737,kegg:C05385 + kegg:C00075 = kegg:C00167 + kegg:C00013,"{11228: -1.0, 113: -1.0, 82: 1.0, 14: 1.0}",738
738,kegg:C05402 + kegg:C00001 = kegg:C00124 + kegg:C00031,"{1300: -1.0, 5: -1.0, 369: 1.0, 43: 1.0}",739
739,kegg:C05439 = kegg:C05437,"{779: -1.0, 544: 1.0}",740
740,kegg:C05512 + kegg:C00009 = kegg:C00262 + kegg:C00672,"{866: -1.0, 12: -1.0, 201: 1.0, 983: 1.0}",741
741,kegg:C05512 + kegg:C00147 = kegg:C00559 + kegg:C00262,"{866: -1.0, 160: -1.0, 594: 1.0, 201: 1.0}",742
742,kegg:C05551 + kegg:C00001 = kegg:C02954 + kegg:C07086,"{1628: -1.0, 5: -1.0, 2221: 1.0, 474: 1.0}",743
743,kegg:C05551 + kegg:C00001 = kegg:C06567,"{1628: -1.0, 5: -1.0, 9753: 1.0}",744
744,kegg:C05598 + kegg:C00001 = kegg:C07086 + kegg:C00037,"{4131: -1.0, 5: -1.0, 474: 1.0, 31: 1.0}",745
745,kegg:C05662 + kegg:C00003 = kegg:C00322 + kegg:C00288 + kegg:C00004,"{691207: -1.0, 11: -1.0, 250: 1.0, 60: 1.0, 13: 1.0}",746
746,kegg:C05979 + kegg:C00003 = kegg:C00479 + kegg:C00004,"{5400: -1.0, 11: -1.0, 771: 1.0, 13: 1.0}",747
747,kegg:C05984 + kegg:C00003 = kegg:C00109 + kegg:C00004,"{691217: -1.0, 11: -1.0, 151: 1.0, 13: 1.0}",748
748,kegg:C06019 = kegg:C00085,"{1497: -1.0, 125172: 1.0}",749
749,kegg:C06019 = kegg:C00199 + kegg:C00067,"{1497: -1.0, 137: 1.0, 56: 1.0}",750
750,kegg:C06142 + kegg:C00003 = kegg:C01412 + kegg:C00004,"{2816: -1.0, 11: -1.0, 940: 1.0, 13: 1.0}",751
751,kegg:C06159 = kegg:C00022 + kegg:C00424,"{3006: -1.0, 25: 1.0, 2118: 1.0}",752
752,kegg:C06219 + kegg:C00009 = kegg:C00185 + kegg:C00103,"{4851: -1.0, 12: -1.0, 1056: 1.0, 74381: 1.0}",753
753,kegg:C06322 + kegg:C00001 = kegg:C06749,"{1495: -1.0, 5: -1.0, 2463: 1.0}",754
754,kegg:C06468 = kegg:C01487,"{6935: -1.0, 29038: 1.0}",755
755,kegg:C06468 = kegg:C06464,"{6935: -1.0, 11219: 1.0}",756
756,kegg:C06827 + kegg:C00001 = kegg:C02954 + kegg:C03493,"{122520: -1.0, 5: -1.0, 2221: 1.0, 3930: 1.0}",757
757,kegg:C07064 + kegg:C00001 = kegg:C00124 + kegg:C00095,"{9409: -1.0, 5: -1.0, 369: 1.0, 1260: 1.0}",758
758,kegg:C07761 + kegg:C00001 = kegg:C02595 + kegg:C07756,"{11086: -1.0, 5: -1.0, 72126: 1.0, 3617: 1.0}",759
759,kegg:C08126 + kegg:C00001 = kegg:C02954 + kegg:C02181,"{129405: -1.0, 5: -1.0, 2221: 1.0, 11974: 1.0}",760
760,kegg:C08240 + kegg:C00001 = 2 kegg:C00031,"{5465: -1.0, 5: -1.0, 43: 2.0}",761
761,kegg:C08492 + kegg:C00003 = kegg:C16310 + kegg:C00004,"{2959: -1.0, 11: -1.0, 25364: 1.0, 13: 1.0}",762
762,kegg:C09814 + 2 kegg:C00001 = kegg:C00180 + kegg:C00014,"{3388: -1.0, 5: -2.0, 205: 1.0, 18: 1.0}",763
763,kegg:C11695 + kegg:C00001 = kegg:C00189 + kegg:C00219,"{4377: -1.0, 5: -1.0, 206: 1.0, 127: 1.0}",764
764,kegg:C15025 + kegg:C00003 = kegg:C02636 + kegg:C00004,"{233: -1.0, 11: -1.0, 1479: 1.0, 13: 1.0}",765
765,kegg:C15673 + kegg:C00006 = kegg:C02780 + kegg:C00005,"{1938: -1.0, 8: -1.0, 867: 1.0, 9: 1.0}",766
766,kegg:C16074 + 2 kegg:C00001 = kegg:C07086 + kegg:C00014,"{2395: -1.0, 5: -2.0, 474: 1.0, 18: 1.0}",767
767,kegg:C16512 + kegg:C00001 = kegg:C00189 + kegg:C00249,"{82768: -1.0, 5: -1.0, 206: 1.0, 102: 1.0}",768
768,kegg:C19636 + kegg:C00001 = kegg:C00031 + kegg:C00095,"{131550: -1.0, 5: -1.0, 43: 1.0, 1260: 1.0}",769
769,kegg:C19838 + kegg:C00026 = kegg:C03459 + kegg:C00025,"{4620: -1.0, 22: -1.0, 497: 1.0, 74378: 1.0}",770
770,metanetx.chemical:MNXM119 = metanetx.chemical:MNXM208,"{112: -1, 196: 1}",771
771,metanetx.chemical:MNXM12535 = metanetx.chemical:MNXM12859,"{9721: -1, 9903: 1}",772
772,metanetx.chemical:MNXM148 = metanetx.chemical:MNXM96993,"{140: -1, 75409: 1}",773
773,metanetx.chemical:MNXM159207 = metanetx.chemical:MNXM160811,"{128996: -1, 130512: 1}",774
774,metanetx.chemical:MNXM166 = metanetx.chemical:MNXM442,"{158: -1, 421: 1}",775
775,metanetx.chemical:MNXM176 = metanetx.chemical:MNXM202,"{167: -1, 191: 1}",776
776,metanetx.chemical:MNXM178 = metanetx.chemical:MNXM169,"{168: -1, 161: 1}",777
777,metanetx.chemical:MNXM33 = metanetx.chemical:MNXM38,"{35: -1, 40: 1}",778
778,metanetx.chemical:MNXM372 = metanetx.chemical:MNXM520,"{352: -1, 494: 1}",779
779,metanetx.chemical:MNXM437 = metanetx.chemical:MNXM352,"{416: -1, 333: 1}",780
780,metanetx.chemical:MNXM5 = metanetx.chemical:MNXM6,"{8: -1, 9: 1}",781
781,metanetx.chemical:MNXM745 = metanetx.chemical:MNXM444,"{703: -1, 423: 1}",782
782,metanetx.chemical:MNXM8 = metanetx.chemical:MNXM10,"{11: -1, 13: 1}",783
